"rec","step_dens_0","step_conn_0","step_conn_agri","step_conn_wtr","step_g0_1","grad_dens_0","grad_conn_0","grad_conn_agri","grad_conn_wtr","grad_g0_1","ratio_dens_0","ratio_conn_0","ratio_conn_agri","ratio_conn_wtr","ratio_g0_1"
19,0.0125006420568246,0.0306659740289493,0.0103580687096832,-0.0290951936337927,0.018718730074472,2.38217385799544,21.2300147177302,0.283591247125514,-4.6926814127346,124.654573378393,0.62503210284123,1.02219913429831,0.34526895698944,0.969839787793091,0.935936503723599
20,0.0113257840065563,0.0305800444999253,0.0106025845866817,-0.0290070157508005,0.018571636978272,-0.560250117587202,20.4207762294573,1.56147812617746,-4.65786886479691,121.734998518832,0.566289200327817,1.01933481666418,0.353419486222724,0.966900525026682,0.9285818489136
21,0.0100403868864016,0.0304320560146729,0.0116388418863595,-0.0289270014187891,0.0184183171996421,-3.42204657499678,19.6469030629487,2.67450468413699,-4.64111878955009,118.871663582922,0.50201934432008,1.01440186715576,0.387961396211982,0.964233380626304,0.920915859982105
22,0.00865552682620017,0.0302499437912955,0.0129834198070326,-0.0288500992665466,0.0182591106389754,-6.14600089988926,19.0984886626211,3.26030140627154,-4.61555431570559,116.062684890039,0.432776341310008,1.00833145970985,0.432780660234422,0.961669975551553,0.91295553194877
23,0.0071876757245593,0.0300658648897182,0.014152399667655,-0.0287571495206109,0.0180944680231329,-8.69376942318922,18.8385124999968,3.19655776138461,-4.54654718737402,113.318532135054,0.359383786227965,1.00219549632394,0.4717466555885,0.95857165068703,0.904723401156644
24,0.00565645333344006,0.0299013434297725,0.0147457352742591,-0.0286650170310964,0.0179250497400448,-11.0501844892497,18.7904727079058,2.50977859082013,-4.51315128088936,110.659041901044,0.282822666672003,0.996711447659082,0.491524509141971,0.955500567703215,0.896252487002241
25,0.00408215052228234,0.029771124845818,0.0145745027377328,-0.0285625550917652,0.0177517862894327,-13.2223921082186,18.9091388244833,1.49962741829768,-4.45530568640606,108.110119311959,0.204107526114117,0.992370828193932,0.485816757924428,0.952085169725508,0.887589314471637
26,0.00248394243433715,0.0296676613964393,0.01365234196127,-0.0284521311582609,0.0175758909470649,-15.2312123407228,18.9969484154062,0.475712367915548,-4.400990543445,105.699562925565,0.124197121716857,0.988922046547975,0.455078065375668,0.948404371942029,0.878794547353243
27,0.000879099324670308,0.0295713122533492,0.012304851212793,-0.0283340308908295,0.0173988321014411,-17.1006980724542,18.9310419830235,-0.165325699299501,-4.34615536050842,103.453535651852,0.0439549662335154,0.985710408444972,0.410161707093101,0.944467696360983,0.869941605072056
28,-0.000716395185342231,0.0294551621200062,0.0109568195127997,-0.0282049789095089,0.0172222233707175,-18.8424035525259,18.6249414230133,-0.310464719177617,-4.28318052286158,101.389514678658,0.0358197592671115,0.981838737333541,0.365227317093322,0.940165963650295,0.861111168535873
29,-0.002286880452298,0.0292924619982222,0.0100224154726818,-0.0280791593668725,0.0170476764851413,-20.4500856682444,18.0603630008136,0.0477034916457342,-4.24883506752849,99.5129413888662,0.1143440226149,0.976415399940739,0.33408051575606,0.935971978895749,0.852383824257065
30,-0.00381632492959493,0.0290702479058443,0.00976100667564744,-0.0279604249578648,0.0168766434197737,-21.9005603446476,17.3460429448369,0.76159569630363,-4.22396066596775,97.8160182523879,0.190816246479746,0.969008263528144,0.325366889188248,0.932014165262158,0.843832170988683
31,-0.00528843865863282,0.0287938607127855,0.0101830595117652,-0.0278465232674745,0.0167102976330445,-23.1618426391833,16.6370567126251,1.56173949221738,-4.19645724377915,96.2805103324627,0.264421932931641,0.959795357092849,0.339435317058841,0.928217442249149,0.835514881652225
32,-0.00668768047363234,0.0284783920737795,0.0111153743039339,-0.0277286532184288,0.016549491101363,-24.2055144315145,16.0211959723711,2.23279353008365,-4.1523048810177,94.8835252449953,0.334384023681617,0.949279735792651,0.370512476797796,0.924288440614295,0.827474555068151
33,-0.00800057714497769,0.0281535844734377,0.0123234170564455,-0.0276076585491549,0.0163947701231476,-25.0154591503815,15.6272216179332,2.68270794322234,-4.10955024221948,93.6020914821256,0.400028857248884,0.938452815781258,0.410780568548183,0.920255284971829,0.819738506157381
34,-0.00921674276764693,0.0278525661749803,0.013716353866723,-0.0274813342255184,0.016246416552909,-25.59044091754,15.4985503104399,3.06608112055073,-4.06220240620314,92.4152577340465,0.460837138382346,0.928418872499343,0.457211795557432,0.916044474183947,0.812320827645449
35,-0.0103289815552035,0.0276083164222769,0.0153706364215422,-0.0273359997473163,0.0161044416637889,-25.9370938931625,15.6543433001843,3.59990196443505,-3.98711288084996,91.3006409291484,0.516449077760175,0.920277214075897,0.51235454738474,0.911199991577211,0.805222083189443
36,-0.0113326703204597,0.0274553028868761,0.0175286349040605,-0.0271626407354285,0.0159685181293201,-26.062131865956,16.1312369232292,4.57496182093564,-3.89139191156573,90.229720761954,0.566633516022987,0.915176762895872,0.58428783013535,0.905421357847615,0.798425906466003
37,-0.0122246905944147,0.0274307267811508,0.0202228286635975,-0.0269629159490779,0.0158378430773165,-25.9654098101691,16.9849112569409,5.86491752528673,-3.79450320338037,89.1624245116418,0.611234529720733,0.914357559371695,0.674094288786585,0.898763864969264,0.791892153865826
38,-0.0130030514667729,0.027553898752524,0.0228008109033086,-0.0267245285835315,0.0157111290636625,-25.6485634599812,18.119162155017,6.36575239809645,-3.67053565696551,88.0561336805386,0.650152573338643,0.918463291750799,0.760027030110287,0.890817619451051,0.785556453183123
39,-0.0136681831689241,0.0278425338025767,0.0238442771279315,-0.0264167141466192,0.0155870153408065,-25.1402227752351,19.5620024146592,4.32347221817508,-3.48418060639233,86.8965580104941,0.683409158446207,0.928084460085891,0.794809237597715,0.880557138220639,0.779350767040326
40,-0.0142257538275049,0.0282901523855499,0.0210179815358019,-0.0260679223006819,0.0154649557062719,-24.5215144025224,21.1609695350035,-0.83554555203591,-3.3404615840027,85.7339060803497,0.711287691375243,0.943005079518329,0.70059938452673,0.868930743356062,0.773247785313594
41,-0.0146911554998457,0.0287957079297785,0.013290807267654,-0.0257395824854261,0.015346757167091,-23.9541675250621,22.1102845512178,-6.57133298318513,-3.30188749899207,84.7328067845865,0.734557774992285,0.959856930992617,0.4430269089218,0.857986082847537,0.767337858354549
42,-0.0150899529594078,0.0292296473127325,0.0041170447714627,-0.0253739140962507,0.0152374208799658,-23.622812833537,22.017595347279,-9.69178062291576,-3.16529136284771,84.1285944682113,0.754497647970389,0.974321577091082,0.137234825715423,0.84579713654169,0.761871043998291
43,-0.0154475887970157,0.0293714508429487,-0.00231086410089634,-0.025046334175846,0.0151428075890175,-23.5709211540325,19.9685928475901,-8.2864846854136,-3.15582399366576,84.0078054488913,0.772379439850783,0.979048361431624,0.0770288033632113,0.834877805861532,0.757140379450876
44,-0.0157791915293634,0.0291604027645409,-0.0047798913465355,-0.0248088878239218,0.015066516325465,-23.6861135590516,17.2138610412276,-3.79270262442333,-3.24308102790383,84.2439980772269,0.788959576468168,0.972013425484698,0.159329711551183,0.826962927464059,0.75332581627325
45,-0.016088439001401,0.0285705921782996,-0.00309720194018518,-0.0246598395343551,0.0150090220915845,-23.8203972628526,14.0896783670996,1.73122944829629,-3.34241592781837,84.6399387137353,0.80442195007005,0.952353072609985,0.103240064672839,0.821994651145171,0.750451104579223
46,-0.016369180772413,0.0276468729963925,0.00172836935174278,-0.0245855452989337,0.0149677373242045,-23.8298456679331,11.1722925987578,6.33097825243567,-3.43329941188131,84.9863250152794,0.818459038620648,0.921562433213082,0.0576123117247594,0.819518176631123,0.748386866210225
47,-0.0166095544692687,0.0265317710464285,0.00736002669352152,-0.0245495050887986,0.0149379461855732,-23.6163058696093,9.16322506668621,8.55410768622278,-3.4743530011383,85.1213261501016,0.830477723463434,0.884392368214283,0.245334223117384,0.818316836293287,0.746897309278657
48,-0.0167982434249728,0.0253863398155029,0.0118066288028542,-0.0245088471335472,0.0149145371698136,-23.1687250163759,8.19858038084931,8.00067880163624,-3.44880264606218,84.9895805106371,0.839912171248639,0.846211327183432,0.393554293428472,0.816961571118239,0.745726858490679
49,-0.0169288074263964,0.0243513326324931,0.0140769114626685,-0.0244483835148429,0.0148933793729939,-22.5445966668758,8.17839987007574,5.25876334904751,-3.39704360953874,84.6269582689274,0.846440371319822,0.81171108774977,0.46923038208895,0.814946117161431,0.744668968649694
50,-0.0170010778213982,0.0234826737624738,0.0137628312420935,-0.0243485523558781,0.0148720347355403,-21.8308397029432,8.59503691117425,1.46566724311015,-3.30965427224328,84.1227662749588,0.850053891069909,0.782755792082459,0.458761041403118,0.811618411862604,0.743601736777016
51,-0.0170209234091682,0.0227763701826321,0.0111743886099888,-0.0242398388692064,0.0148501457893995,-21.1192375331848,9.08053516809559,-1.93564154869819,-3.26716267295524,83.6013100592936,0.851046170458412,0.759212339421071,0.372479620332959,0.807994628973548,0.742507289469974
52,-0.0169984632509519,0.0221657978029268,0.00769586246740711,-0.0241011241977082,0.0148292762755298,-20.4818190229616,9.22312645911916,-3.52975769146724,-3.1888773855826,83.1872609194306,0.849923162547595,0.738859926764225,0.25652874891357,0.803370806590273,0.741463813776489
53,-0.0169444696740102,0.02155738332471,0.00460593203197429,-0.023965980814908,0.0148117397991043,-19.942404773019,8.81665899214568,-3.44512250308071,-3.16119816943683,82.9383409916318,0.847223483700508,0.718579444157,0.153531067732476,0.7988660271636,0.740586989955216
54,-0.0168676717170647,0.0208724853254235,0.00254264723267244,-0.0238538032432729,0.0147994195577112,-19.486177059207,7.91903384765646,-2.3791997364242,-3.16575438091604,82.8391797335826,0.843383585853233,0.695749510847449,0.0847549077557479,0.795126774775765,0.739970977885562
55,-0.0167737907480534,0.0200765078378188,0.00157348855988805,-0.0237657458380688,0.014793169420142,-19.0819310796542,6.78123702641642,-1.063368015366,-3.1758913212343,82.8333264848879,0.838689537402672,0.669216927927295,0.052449618662935,0.792191527935626,0.7396584710071
56,-0.0166658360231918,0.0191734827225958,0.00164914359674465,-0.0237179451544014,0.0147927783424784,-18.6990655174668,5.632536349367,0.316158137820821,-3.21578606303774,82.8566050404334,0.833291801159589,0.639116090753195,0.0549714532248218,0.790598171813381,0.739638917123918
57,-0.0165446084934636,0.0181863146206884,0.00263056099476475,-0.0236706934120598,0.0147970664319179,-18.3109533600145,4.5897381062332,1.61652124234024,-3.19869399390882,82.8453429483034,0.827230424673179,0.606210487356279,0.0876853664921582,0.789023113735326,0.739853321595896
58,-0.016409308402867,0.0171451680159385,0.00418623760939803,-0.0236316846344206,0.0148040691359966,-17.8970034369286,3.7034678564396,2.55745147683228,-3.19407891993251,82.7424714009339,0.820465420143351,0.571505600531282,0.139541253646601,0.787722821147353,0.740203456799832
59,-0.0162583878002928,0.0161397064001471,0.00618405306516357,-0.0235845150366035,0.0148113913346295,-17.4466773353288,3.32987653791861,3.39656745040884,-3.16503324029327,82.5092787647463,0.812919390014638,0.537990213338235,0.206135102172119,0.786150501220117,0.740569566731477
60,-0.0160900341201746,0.0152035773096918,0.00846754836122493,-0.0235216359390964,0.0148163735203039,-16.9553463922512,3.17569870048828,4.09306416258914,-3.12315281803421,82.1154124753321,0.804501706008728,0.506785910323061,0.282251612040831,0.784054531303212,0.740818676015196
61,-0.0159025534977379,0.014410079913071,0.0113284492747736,-0.0234237580389974,0.0148162580010236,-16.4233939995029,3.47959111763885,5.31309487996623,-3.04922376585637,81.5398123427258,0.795127674886895,0.480335997102367,0.377614975825785,0.780791934633248,0.740812900051178
62,-0.0156940586415268,0.0138027412080861,0.0152627061469448,-0.0233170662828609,0.0148079117889676,-15.8473480644261,4.10097893450256,7.57696206619585,-3.01089639947349,80.7440074459009,0.784702932076339,0.46009137360287,0.508756871564827,0.777235542762031,0.740395589448379
63,-0.0154619026142401,0.0134144139613284,0.020244764638999,-0.0231877718676758,0.014787269978791,-15.2163556299456,4.99792501045704,10.5578439456622,-2.95043909659398,79.6537027497379,0.773095130712007,0.447147132044279,0.674825487966635,0.772925728922527,0.739363498939549
64,-0.0152030258083666,0.0133622492373685,0.0245999164636517,-0.0229888979338459,0.0147491387232513,-14.5236407786342,6.66469936390968,11.0408397404171,-2.81590027839229,78.1787954554147,0.760151290418328,0.445408307912283,0.819997215455056,0.766296597794864,0.737456936162563
65,-0.0149166637702552,0.0137953808288661,0.0251414196219557,-0.022705649641891,0.0146889262530805,-13.7968807678135,9.35605598215261,4.68958426608879,-2.65046538402203,76.3309093952103,0.745833188512759,0.459846027628869,0.838047320731857,0.756854988063035,0.734446312654026
66,-0.0146085013838184,0.0147353587511466,0.0187978106406048,-0.0223405036380727,0.0146067739909703,-13.1179186689678,12.464072755165,-5.84730870741623,-2.47864795937858,74.3761844125856,0.730425069190922,0.49117862503822,0.626593688020159,0.744683454602423,0.730338699548514
67,-0.0142940778366418,0.0159803643385406,0.00736985231474372,-0.0219206121453665,0.0145113880216988,-12.6155791258498,14.7451406849086,-14.2627257787353,-2.33726332908191,72.8326478520103,0.714703891832091,0.532678811284688,0.245661743824791,0.730687071512217,0.725569401084941
68,-0.0139951720031007,0.0171567059680195,-0.00318018330147482,-0.0215165680636853,0.0144172637821884,-12.3811973674037,15.0471214612935,-16.7254124562533,-2.29223209089469,72.0902379498511,0.699758600155033,0.571890198933982,0.106006110049161,0.717218935456175,0.720863189109418
69,-0.0137298717642975,0.0179513309901641,-0.0100755551392469,-0.0211837217865757,0.014336824931325,-12.3894479440878,13.4633848904286,-13.6234580259043,-2.32944477147612,72.0987534396045,0.686493588214876,0.598377699672138,0.335851837974895,0.706124059552524,0.716841246566249
70,-0.0135078882742431,0.0181777830930013,-0.0128137746023066,-0.0209518857702981,0.0142770236727725,-12.5551589280803,10.5836518810065,-7.07610933318392,-2.41890931192756,72.5981975449486,0.675394413712157,0.605926103100043,0.427125820076888,0.698396192343269,0.713851183638623
71,-0.0133303359302181,0.0178146227209965,-0.0113454021690576,-0.0208263964264433,0.0142390192594215,-12.7832685450358,7.3262123510176,0.50202093120788,-2.52951292168291,73.2837381087847,0.666516796510906,0.593820757366551,0.378180072301919,0.694213214214775,0.711950962971076
72,-0.0131909599679575,0.0169697702307504,-0.00656539038610195,-0.0207784871267942,0.0142185623382812,-12.9855982993377,4.44142498963629,6.72244100314856,-2.61345481249009,73.8444143178185,0.659547998397876,0.56565900769168,0.218846346203398,0.692616237559806,0.71092811691406
73,-0.0130787647159983,0.0158369685079564,-0.000368811063910953,-0.0207803595611085,0.0142076622811777,-13.098518913921,2.43397841700244,10.3006671611183,-2.66841869347445,74.0392468344453,0.653938235799916,0.527898950265214,0.0122937021303651,0.692678652036949,0.710383114058886
74,-0.0129815840857394,0.014629161022325,0.00556570097847352,-0.0207948526437766,0.0141973240495473,-13.0966143899514,1.45938303035109,11.3846598947021,-2.67751710794073,73.767671275391,0.649079204286969,0.487638700744165,0.185523365949117,0.693161754792554,0.709866202477366
75,-0.0128887813282543,0.0135361474375059,0.0101911280525819,-0.020789179658162,0.0141796477086762,-12.985647961159,1.46381839954302,10.3074131311587,-2.64216720552213,73.046286272529,0.644439066412716,0.451204914583531,0.339704268419397,0.692972655272067,0.70898238543381
76,-0.0127926563001021,0.0127101984858799,0.0128067086214217,-0.0207390485446919,0.0141489748690113,-12.7897013271649,2.32212209652971,7.21585074643372,-2.5702716413889,71.964042296031,0.639632815005107,0.423673282862663,0.426890287380722,0.691301618156397,0.707448743450564
77,-0.0126891665301797,0.0122355720969261,0.0129005997643391,-0.0206323649328258,0.0141026454470608,-12.5442454987024,3.74304102820133,2.56688616445899,-2.47604861101536,70.6648259711073,0.634458326508986,0.407852403230869,0.430019992144636,0.68774549776086,0.705132272353042
78,-0.0125783639190346,0.0121099238323791,0.0103890135342432,-0.0204736682536689,0.0140415333836957,-12.2932657257024,5.3134300299007,-2.50157753384883,-2.38126631188607,69.3374617617337,0.628918195951731,0.403664127745971,0.346300451141441,0.682455608455631,0.702076669184785
79,-0.012464322632886,0.0122323552967516,0.0059743300071213,-0.0202805017028743,0.0139699371457146,-12.0835492509741,6.51994609825124,-6.55177172802723,-2.30442174483869,68.1806944737673,0.623216131644297,0.407745176558388,0.19914433357071,0.676016723429145,0.698496857285731
80,-0.0123538938599249,0.0124363851864266,0.000989042992352861,-0.0200727181302648,0.0138943620886875,-11.9510111608179,6.97490697916692,-8.54257935657188,-2.25070984470221,67.3399589095425,0.617694692996244,0.414546172880888,0.0329680997450954,0.669090604342159,0.694718104434377
81,-0.0122543282316856,0.0125472606679312,-0.00324133888844114,-0.0198876111750839,0.0138215407291637,-11.9067141770302,6.56053236184562,-8.15339689552275,-2.24599644752743,66.8596440209512,0.612716411584279,0.418242022264374,0.108044629614705,0.662920372502797,0.691077036458186
82,-0.0121708595568978,0.0124231564435233,-0.00586008072332894,-0.0197407583577409,0.013756629165673,-11.9345122959658,5.37577186946692,-5.8123875351157,-2.2652858785932,66.6846701096802,0.608542977844891,0.414105214784109,0.195336024110965,0.658025278591365,0.687831458283648
83,-0.0121052801423306,0.0119985456997631,-0.00649783090715882,-0.0196434473075953,0.0137021665350462,-12.0002757012116,3.76184792571621,-2.34971305303588,-2.3046291994433,66.6950483378059,0.605264007116528,0.399951523325435,0.216594363571961,0.654781576919843,0.685108326752308
84,-0.0120557006435959,0.0112869776120814,-0.00525634279028669,-0.0195956570122973,0.0136577706416358,-12.0640164823271,2.10045684184479,1.22407396247581,-2.35024266089567,66.741855445116,0.602785032179794,0.376232587069378,0.17521142634289,0.653188567076577,0.682888532081789
85,-0.0120172637633237,0.0103704368328904,-0.00267705170990204,-0.0195808007260555,0.0136205128055788,-12.0903845731846,0.739641667450996,4.02850355726514,-2.38003506183304,66.6831109742816,0.600863188166187,0.345681227763012,0.0892350569967347,0.652693357535183,0.681025640278938
86,-0.0119834579008571,0.0093700348164262,0.000434273155664649,-0.0195771816159273,0.0135858830545452,-12.0560312927864,-0.100056541896265,5.53631635739293,-2.38521173173467,66.4177832368296,0.599172895042853,0.312334493880873,0.0144757718554883,0.652572720530911,0.679294152727261
87,-0.0119475861524008,0.00841717094864642,0.00327409983188662,-0.0195713163266397,0.0135490390153593,-11.9525412048915,-0.326222436797252,5.60771373329771,-2.37404523659279,65.9057018083331,0.597379307620041,0.280572364954881,0.109136661062887,0.652377210887991,0.677451950767966
88,-0.0119040220053009,0.00762526899145409,0.0052255324495739,-0.0195437547042837,0.0135059427440149,-11.7853799611112,0.0220885488033673,4.40660666981785,-2.33709354233724,65.167140360245,0.595201100265044,0.25417563304847,0.174184414985797,0.65145849014279,0.675297137200747
89,-0.0118490867993191,0.00706176147536922,0.00589676293837771,-0.0194835469754402,0.0134541536850574,-11.5707880468108,0.765509591929003,2.25899349629799,-2.28328134653566,64.2691998439204,0.592454339965953,0.235392049178974,0.19655876461259,0.649451565848008,0.672707684252869
90,-0.0117815530794502,0.00674581289992961,0.0051922460556723,-0.0193873772351371,0.0133932512251274,-11.3323540210786,1.697170226862,-0.279839846371033,-2.2213754925815,63.3091206134395,0.58907765397251,0.224860429997654,0.17307486852241,0.646245907837902,0.669662561256369
91,-0.0117027068265751,0.00663913276787621,0.00333453848166217,-0.0192671680589319,0.013324807591492,-11.096526949359,2.54836581575546,-2.59814910123168,-2.17081193227386,62.3917551934028,0.585135341328753,0.221304425595874,0.111151282722072,0.642238935297728,0.666240379574598
92,-0.0116158661635632,0.00665937548858531,0.000830251215351986,-0.0191296527356499,0.0132519016292823,-10.8866845380362,3.09316022708117,-4.15151816355319,-2.12626785128123,61.6048043320916,0.58079330817816,0.221979182952844,0.0276750405117329,0.637655091188332,0.662595081464116
93,-0.0115253672515699,0.0067042154561992,-0.00167627084789638,-0.0189928224021773,0.0131782652555648,-10.7169444947885,3.20406833793641,-4.61116970768671,-2.10293928830652,60.9972537188241,0.576268362578496,0.223473848539973,0.0558756949298792,0.633094080072576,0.658913262778242
94,-0.0114352900742659,0.00667767220916735,-0.00361503202451354,-0.0188698948179401,0.0131073067163114,-10.5885463858613,2.87171289528487,-3.98579188299664,-2.09672532491822,60.5693518866701,0.571764503713293,0.222589073638912,0.120501067483785,0.628996493931336,0.655365335815569
95,-0.0113483807192675,0.00651463771323978,-0.00462569824344032,-0.0187702284412051,0.0130413189332218,-10.4909392939589,2.20572815123887,-2.56321097936052,-2.10418064511941,60.278301012886,0.567419035963374,0.217154590441326,0.154189941448011,0.625674281373502,0.65206594666109
96,-0.0112654886821766,0.00619410864424843,-0.00460250910732513,-0.0186974325312698,0.0129810491320473,-10.4064088316136,1.38922701353295,-0.782836589223734,-2.11906048889432,60.0538530716221,0.563274434108831,0.206470288141614,0.153416970244171,0.623247751042326,0.649052456602365
97,-0.0111855815791662,0.00573824465030421,-0.00369436840095448,-0.0186443517129118,0.0129256717550798,-10.3157557703071,0.615733047197864,0.877639982945766,-2.12817847113911,59.8175062611972,0.55927907895831,0.191274821676807,0.123145613365149,0.621478390430393,0.646283587753989
98,-0.0111062309283302,0.00520427150898963,-0.00223763285465773,-0.0186064568634299,0.0128731393593761,-10.2032976064947,0.0551484822608472,2.05018637871035,-2.13401528867507,59.5020131413548,0.555311546416511,0.173475716966321,0.0745877618219243,0.620215228780996,0.643656967968804
99,-0.0110243597668635,0.00466012384491349,-0.000649790167553427,-0.0185716730912895,0.0128207842584385,-10.0600349946944,-0.222795177933222,2.54097883612303,-2.12660519878227,59.0658593193893,0.551217988343176,0.155337461497116,0.0216596722517809,0.61905576970965,0.641039212921925
100,-0.0109370169560292,0.00417679000436139,0.000682183843935942,-0.0185292098742166,0.0127659873268751,-9.88455145602529,-0.179666352551067,2.34003883178957,-2.10619905374188,58.4993021186619,0.546850847801461,0.139226333478713,0.0227394614645314,0.617640329140554,0.638299366343755
101,-0.0108420338228359,0.00380687603461921,0.00147422265439665,-0.018474743020446,0.0127067467697708,-9.68241155305805,0.126977902255021,1.57262987841023,-2.07963842058234,57.8220634815807,0.542101691141797,0.12689586782064,0.0491407551465551,0.615824767348199,0.635337338488538
102,-0.0107384579425476,0.00357603725970216,0.00158254002835963,-0.0184014161987624,0.012642046696952,-9.46435866580941,0.594532959894423,0.45423658434629,-2.04333520059663,57.0754429611497,0.536922897127381,0.119201241990072,0.0527513342786543,0.613380539958747,0.632102334847598
103,-0.0106267229067926,0.00348059476876267,0.0010300894981731,-0.0183116719059796,0.0125719873444536,-9.24390695445254,1.10029694837976,-0.728851570102051,-2.00800861193784,56.3116474324943,0.531336145339631,0.116019825625422,0.0343363166057702,0.610389063532653,0.628599367222682
104,-0.0105085167744393,0.00349113383744697,-2.08256153692891e-05,-0.0182076667945706,0.0124976558943394,-9.03435454347346,1.52752346480156,-1.72104697639952,-1.97359256162599,55.581116898793,0.525425838721964,0.116371127914899,0.000694187178976304,0.606922226485687,0.624882794716968
105,-0.010386391587658,0.00355753480061754,-0.0012987901504736,-0.0180975969524635,0.0124207979622868,-8.84601892721548,1.77307333501631,-2.30405750016871,-1.94769661902683,54.9218991886846,0.519319579382901,0.118584493353918,0.0432930050157866,0.603253231748785,0.621039898114339
