"label","rate","decay_tau","polyak_from","iter","sec","par","true","bfgs","sgd","polyak","ll_bfgs","ll_sgd","ll_polyak"
"r010_const",0.1,NA,NA,200,1857.22705698013,"dens_0",0.3,0.445736477194628,0.471678457680971,NA,-417.635836851951,-417.745808074698,NA
"r010_const",0.1,NA,NA,200,1857.22705698013,"conn_0",-1,-0.578116247714457,-0.621325224362519,NA,-417.635836851951,-417.745808074698,NA
"r010_const",0.1,NA,NA,200,1857.22705698013,"conn_X1",0.35,0.185569805337406,0.230735042076051,NA,-417.635836851951,-417.745808074698,NA
"r010_const",0.1,NA,NA,200,1857.22705698013,"conn_X2",-0.3,-0.263783594810986,-0.274110080386317,NA,-417.635836851951,-417.745808074698,NA
"r010_const",0.1,NA,NA,200,1857.22705698013,"g0_1",-3.2,-3.38905667495604,-3.4089680717882,NA,-417.635836851951,-417.745808074698,NA
