"nmu","neffort","nind","orig","fix1","fix2","speedup1","speedup2","maxdiff1","maxdiff2"
400,25,2400,2.06,0.720000000000002,0.720000000000002,2.8611111111111,2.8611111111111,0,0
400,25,4800,5.74,1.87,1.83,3.06951871657755,3.13661202185793,0,0
400,25,9600,21.22,3.83000000000001,3.55000000000001,5.54046997389032,5.97746478873237,0,0
400,25,19200,83.09,7.67999999999995,7.01999999999998,10.8190104166667,11.8361823361824,0,0
