"ncell","nind","cold","warm","advdiff","warm_share","peak_mb","detect_mb"
400,300,0.870000000000005,0.0400000000000063,0.829999999999998,0.0459770114942598,176.3,0.0288162231445312
400,1200,1.63000000000001,0.109999999999999,1.52000000000001,0.0674846625766864,194.2,0.114646911621094
400,4800,7.19999999999999,0.569999999999993,6.63,0.0791666666666658,332.3,0.457969665527344
400,19200,89.43,2.43000000000001,87,0.0271720899027173,801.8,1.83126068115234
400,76800,1258.53,9.36999999999989,1249.16,0.00744519399617005,2503.7,7.32442474365234
